0.0005000000  0.9000031416 
0.0015000000  0.9000094242 
0.0025000000  0.9000157054 
0.0035000000  0.9000219841 
0.0045000000  0.9000282593 
0.0055000000  0.9000345300 
0.0065000000  0.9000407953 
0.0075000000  0.9000470542 
0.0085000000  0.9000533056 
0.0095000000  0.9000595486 
0.0105000000  0.9000657822 
0.0115000000  0.9000720054 
0.0125000000  0.9000782172 
0.0135000000  0.9000844167 
0.0145000000  0.9000906029 
0.0155000000  0.9000967747 
0.0165000000  0.9001029313 
0.0175000000  0.9001090716 
0.0185000000  0.9001151947 
0.0195000000  0.9001212996 
0.0205000000  0.9001273854 
0.0215000000  0.9001334510 
0.0225000000  0.9001394956 
0.0235000000  0.9001455181 
0.0245000000  0.9001515176 
0.0255000000  0.9001574933 
0.0265000000  0.9001634440 
0.0275000000  0.9001693690 
0.0285000000  0.9001752672 
0.0295000000  0.9001811377 
0.0305000000  0.9001869796 
0.0315000000  0.9001927920 
0.0325000000  0.9001985739 
0.0335000000  0.9002043245 
0.0345000000  0.9002100429 
0.0355000000  0.9002157280 
0.0365000000  0.9002213791 
0.0375000000  0.9002269952 
0.0385000000  0.9002325755 
0.0395000000  0.9002381191 
0.0405000000  0.9002436251 
0.0415000000  0.9002490926 
0.0425000000  0.9002545207 
0.0435000000  0.9002599087 
0.0445000000  0.9002652556 
0.0455000000  0.9002705606 
0.0465000000  0.9002758229 
0.0475000000  0.9002810417 
0.0485000000  0.9002862161 
0.0495000000  0.9002913452 
0.0505000000  0.9002964284 
0.0515000000  0.9003014648 
0.0525000000  0.9003064535 
0.0535000000  0.9003113939 
0.0545000000  0.9003162851 
0.0555000000  0.9003211263 
0.0565000000  0.9003259169 
0.0575000000  0.9003306559 
0.0585000000  0.9003353428 
0.0595000000  0.9003399767 
0.0605000000  0.9003445569 
0.0615000000  0.9003490827 
0.0625000000  0.9003535534 
0.0635000000  0.9003579682 
0.0645000000  0.9003623266 
0.0655000000  0.9003666277 
0.0665000000  0.9003708709 
0.0675000000  0.9003750555 
0.0685000000  0.9003791810 
0.0695000000  0.9003832465 
0.0705000000  0.9003872515 
0.0715000000  0.9003911954 
0.0725000000  0.9003950775 
0.0735000000  0.9003988972 
0.0745000000  0.9004026539 
0.0755000000  0.9004063471 
0.0765000000  0.9004099761 
0.0775000000  0.9004135403 
0.0785000000  0.9004170392 
0.0795000000  0.9004204723 
0.0805000000  0.9004238390 
0.0815000000  0.9004271387 
0.0825000000  0.9004303710 
0.0835000000  0.9004335354 
0.0845000000  0.9004366312 
0.0855000000  0.9004396582 
0.0865000000  0.9004426157 
0.0875000000  0.9004455033 
0.0885000000  0.9004483205 
