"velocity:0","velocity:1","velocity:2","Points:0","Points:1","Points:2"
-0.05763669,0.001578352,0,127.5,142.8,0
-0.05852036,0.001571984,0,127.5,143.055,0
-0.05939706,0.001565482,0,127.5,143.31,0
-0.06027375,0.001558981,0,127.5,143.565,0
-0.06115044,0.00155248,0,127.5,143.82,0
-0.06202429,0.00154593,0,127.5,144.075,0
-0.06289149,0.001539266,0,127.5,144.33,0
-0.06375868,0.001532601,0,127.5,144.585,0
-0.06462583,0.001525937,0,127.5,144.84,0
-0.0654893,0.001519214,0,127.5,145.095,0
-0.0663465,0.001512394,0,127.5,145.35,0
-0.06720364,0.001505574,0,127.5,145.605,0
-0.06806084,0.001498753,0,127.5,145.86,0
-0.06891328,0.001491866,0,127.5,146.115,0
-0.06975987,0.001484897,0,127.5,146.37,0
-0.07060651,0.001477928,0,127.5,146.625,0
-0.07145315,0.001470959,0,127.5,146.88,0
-0.07229391,0.001463915,0,127.5,147.135,0
-0.07312952,0.001456804,0,127.5,147.39,0
-0.07396513,0.001449693,0,127.5,147.645,0
-0.07480069,0.001442583,0,127.5,147.9,0
-0.07562929,0.00143539,0,127.5,148.155,0
-0.07645335,0.001428144,0,127.5,148.41,0
-0.07727736,0.001420899,0,127.5,148.665,0
-0.07810142,0.001413653,0,127.5,148.92,0
-0.07891722,0.00140632,0,127.5,149.175,0
-0.0797292,0.001398948,0,127.5,149.43,0
-0.08054122,0.001391575,0,127.5,149.685,0
-0.08135325,0.001384203,0,127.5,149.94,0
-0.08215569,0.001376736,0,127.5,150.195,0
-0.08295513,0.001369241,0,127.5,150.45,0
-0.08375462,0.001361746,0,127.5,150.705,0
-0.08455411,0.00135425,0,127.5,150.96,0
-0.08534258,0.00134666,0,127.5,151.215,0
-0.08612905,0.001339052,0,127.5,151.47,0
-0.08691553,0.001331444,0,127.5,151.725,0
-0.08770195,0.001323836,0,127.5,151.98,0
-0.088476,0.001316127,0,127.5,152.235,0
-0.08924898,0.001308409,0,127.5,152.49,0
-0.09002192,0.001300691,0,127.5,152.745,0
-0.0907949,0.001292973,0,127.5,153,0
-0.09155393,0.001285153,0,127.5,153.255,0
-0.09231292,0.001277334,0,127.5,153.51,0
-0.09307196,0.001269514,0,127.5,153.765,0
-0.09382986,0.001261687,0,127.5,154.02,0
-0.09457446,0.001253772,0,127.5,154.275,0
-0.0953191,0.001245857,0,127.5,154.53,0
-0.09606374,0.001237942,0,127.5,154.785,0
-0.096806,0.001230013,0,127.5,155.04,0
-0.09753576,0.001222007,0,127.5,155.295,0
-0.09826552,0.001214001,0,127.5,155.55,0
-0.09899524,0.001205996,0,127.5,155.805,0
-0.0997214,0.00119797,0,127.5,156.06,0
-0.1004358,0.00118988,0,127.5,156.315,0
-0.1011503,0.00118179,0,127.5,156.57,0
-0.1018647,0.001173701,0,127.5,156.825,0
-0.1025742,0.001165586,0,127.5,157.08,0
-0.1032731,0.001157416,0,127.5,157.335,0
-0.1039719,0.001149247,0,127.5,157.59,0
-0.1046707,0.001141077,0,127.5,157.845,0
-0.1053632,0.001132878,0,127.5,158.1,0
-0.1060456,0.001124636,0,127.5,158.355,0
-0.1067282,0.001116393,0,127.5,158.61,0
-0.1074107,0.00110815,0,127.5,158.865,0
-0.1080854,0.001099875,0,127.5,159.12,0
-0.1087515,0.001091563,0,127.5,159.375,0
-0.1094176,0.001083251,0,127.5,159.63,0
-0.1100836,0.001074939,0,127.5,159.885,0
-0.1107404,0.001066592,0,127.5,160.14,0
-0.1113895,0.001058217,0,127.5,160.395,0
-0.1120386,0.001049842,0,127.5,160.65,0
-0.1126877,0.001041467,0,127.5,160.905,0
-0.1133259,0.001033055,0,127.5,161.16,0
-0.1139576,0.001024621,0,127.5,161.415,0
-0.1145894,0.001016186,0,127.5,161.67,0
-0.1152212,0.001007752,0,127.5,161.925,0
-0.1158403,0.000999279,0,127.5,162.18,0
-0.1164543,0.0009907897,0,127.5,162.435,0
-0.1170682,0.0009823005,0,127.5,162.69,0
-0.1176821,0.0009738112,0,127.5,162.945,0
-0.1182819,0.0009652822,0,127.5,163.2,0
-0.1188778,0.0009567416,0,127.5,163.455,0
-0.1194738,0.000948201,0,127.5,163.71,0
-0.1200697,0.0009396608,0,127.5,163.965,0
-0.1206497,0.0009310817,0,127.5,164.22,0
-0.1212272,0.0009224965,0,127.5,164.475,0
-0.1218046,0.0009139117,0,127.5,164.73,0
-0.122382,0.0009053265,0,127.5,164.985,0
-0.1229417,0.0008966998,0,127.5,165.24,0
-0.1235003,0.0008880711,0,127.5,165.495,0
-0.1240589,0.0008794419,0,127.5,165.75,0
-0.1246171,0.0008708119,0,127.5,166.005,0
-0.1251565,0.0008621456,0,127.5,166.26,0
-0.125696,0.0008534787,0,127.5,166.515,0
-0.1262354,0.0008448119,0,127.5,166.77,0
-0.126773,0.000836142,0,127.5,167.025,0
-0.1272929,0.0008274389,0,127.5,167.28,0
-0.1278129,0.0008187359,0,127.5,167.535,0
-0.1283328,0.0008100333,0,127.5,167.79,0
-0.1288493,0.0008013246,0,127.5,168.045,0
-0.1293496,0.0007925892,0,127.5,168.3,0
-0.1298499,0.0007838544,0,127.5,168.555,0
-0.1303502,0.0007751191,0,127.5,168.81,0
-0.1308454,0.0007663768,0,127.5,169.065,0
-0.1313257,0.0007576139,0,127.5,169.32,0
-0.131806,0.0007488516,0,127.5,169.575,0
-0.1322863,0.0007400887,0,127.5,169.83,0
-0.1327597,0.0007313166,0,127.5,170.085,0
-0.1332193,0.0007225263,0,127.5,170.34,0
-0.133679,0.0007137355,0,127.5,170.595,0
-0.1341386,0.0007049447,0,127.5,170.85,0
-0.1345898,0.0006961449,0,127.5,171.105,0
-0.1350289,0.0006873309,0,127.5,171.36,0
-0.135468,0.000678517,0,127.5,171.615,0
-0.1359071,0.0006697035,0,127.5,171.87,0
-0.1363361,0.0006608791,0,127.5,172.125,0
-0.1367544,0.0006520438,0,127.5,172.38,0
-0.1371727,0.000643209,0,127.5,172.635,0
-0.137591,0.0006343737,0,127.5,172.89,0
-0.1379973,0.000625528,0,127.5,173.145,0
-0.1383943,0.0006166749,0,127.5,173.4,0
-0.1387913,0.0006078213,0,127.5,173.655,0
-0.1391884,0.0005989676,0,127.5,173.91,0
-0.1395716,0.000590103,0,127.5,174.165,0
-0.1399474,0.0005812317,0,127.5,174.42,0
-0.1403231,0.0005723603,0,127.5,174.675,0
-0.1406988,0.0005634895,0,127.5,174.93,0
-0.141059,0.0005546081,0,127.5,175.185,0
-0.1414132,0.000545723,0,127.5,175.44,0
-0.1417674,0.0005368379,0,127.5,175.695,0
-0.1421215,0.0005279533,0,127.5,175.95,0
-0.142458,0.0005190561,0,127.5,176.205,0
-0.1427902,0.0005101561,0,127.5,176.46,0
-0.1431223,0.0005012566,0,127.5,176.715,0
-0.1434544,0.0004923565,0,127.5,176.97,0
-0.1437671,0.0004834478,0,127.5,177.225,0
-0.1440772,0.0004745384,0,127.5,177.48,0
-0.1443873,0.0004656286,0,127.5,177.735,0
-0.1446973,0.0004567187,0,127.5,177.99,0
-0.1449863,0.0004477992,0,127.5,178.245,0
-0.1452745,0.0004388788,0,127.5,178.5,0
-0.1455627,0.0004299583,0,127.5,178.755,0
-0.1458499,0.000421038,0,127.5,179.01,0
-0.1461154,0.0004121088,0,127.5,179.265,0
-0.1463808,0.0004031795,0,127.5,179.52,0
-0.1466463,0.0003942508,0,127.5,179.775,0
-0.1469091,0.0003853207,0,127.5,180.03,0
-0.1471521,0.000376384,0,127.5,180.285,0
-0.1473951,0.0003674479,0,127.5,180.54,0
-0.1476381,0.0003585113,0,127.5,180.795,0
-0.1478767,0.0003495734,0,127.5,181.05,0
-0.1480972,0.0003406308,0,127.5,181.305,0
-0.1483176,0.0003316877,0,127.5,181.56,0
-0.1485381,0.0003227447,0,127.5,181.815,0
-0.1487522,0.0003138001,0,127.5,182.07,0
-0.1489495,0.000304852,0,127.5,182.325,0
-0.1491469,0.0002959033,0,127.5,182.58,0
-0.1493443,0.0002869547,0,127.5,182.835,0
-0.1495336,0.0002780049,0,127.5,183.09,0
-0.1497082,0.0002690516,0,127.5,183.345,0
-0.1498827,0.0002600983,0,127.5,183.6,0
-0.1500572,0.0002511456,0,127.5,183.855,0
-0.1502218,0.0002421907,0,127.5,184.11,0
-0.1503733,0.0002332337,0,127.5,184.365,0
-0.1505248,0.0002242773,0,127.5,184.62,0
-0.1506763,0.0002153203,0,127.5,184.875,0
-0.1508159,0.0002063617,0,127.5,185.13,0
-0.1509442,0.000197402,0,127.5,185.385,0
-0.1510724,0.0001884418,0,127.5,185.64,0
-0.1512007,0.0001794816,0,127.5,185.895,0
-0.1513153,0.0001705204,0,127.5,186.15,0
-0.1514204,0.0001615576,0,127.5,186.405,0
-0.1515254,0.0001525949,0,127.5,186.66,0
-0.1516305,0.0001436326,0,127.5,186.915,0
-0.1517201,0.0001346686,0,127.5,187.17,0
-0.1518019,0.000125704,0,127.5,187.425,0
-0.1518838,0.0001167399,0,127.5,187.68,0
-0.1519656,0.0001077753,0,127.5,187.935,0
-0.15203,9.880961e-05,0,127.5,188.19,0
-0.1520884,8.98435e-05,0,127.5,188.445,0
-0.1521468,8.087792e-05,0,127.5,188.7,0
-0.1522052,7.191181e-05,0,127.5,188.955,0
-0.1522445,6.294499e-05,0,127.5,189.21,0
-0.1522797,5.397857e-05,0,127.5,189.465,0
-0.1523149,4.50116e-05,0,127.5,189.72,0
-0.1523501,3.604463e-05,0,127.5,189.975,0
-0.1523641,2.707778e-05,0,127.5,190.23,0
-0.1523758,1.811034e-05,0,127.5,190.485,0
-0.1523875,9.142902e-06,0,127.5,190.74,0
-0.1523993,1.760005e-07,0,127.5,190.995,0
-0.152388,-8.791438e-06,0,127.5,191.25,0
-0.1523763,-1.775888e-05,0,127.5,191.505,0
-0.1523645,-2.672578e-05,0,127.5,191.76,0
-0.1523514,-3.569319e-05,0,127.5,192.015,0
-0.1523162,-4.466015e-05,0,127.5,192.27,0
-0.1522811,-5.362658e-05,0,127.5,192.525,0
-0.1522459,-6.259355e-05,0,127.5,192.78,0
-0.1522075,-7.15604e-05,0,127.5,193.035,0
-0.1521491,-8.052597e-05,0,127.5,193.29,0
-0.1520907,-8.949209e-05,0,127.5,193.545,0
-0.1520323,-9.84582e-05,0,127.5,193.8,0
-0.1519688,-0.0001074234,0,127.5,194.055,0
-0.151887,-0.0001163881,0,127.5,194.31,0
-0.1518051,-0.0001253527,0,127.5,194.565,0
-0.1517233,-0.0001343173,0,127.5,194.82,0
-0.1516346,-0.0001432808,0,127.5,195.075,0
-0.1515295,-0.0001522436,0,127.5,195.33,0
-0.1514245,-0.0001612063,0,127.5,195.585,0
-0.1513194,-0.0001701686,0,127.5,195.84,0
-0.1512057,-0.0001791304,0,127.5,196.095,0
-0.1510774,-0.0001880906,0,127.5,196.35,0
-0.1509492,-0.0001970503,0,127.5,196.605,0
-0.1508209,-0.0002060105,0,127.5,196.86,0
-0.1506822,-0.0002149692,0,127.5,197.115,0
-0.1505307,-0.0002239257,0,127.5,197.37,0
-0.1503792,-0.0002328826,0,127.5,197.625,0
-0.1502278,-0.0002418396,0,127.5,197.88,0
-0.1500641,-0.0002507941,0,127.5,198.135,0
-0.1498895,-0.0002597474,0,127.5,198.39,0
-0.149715,-0.0002687007,0,127.5,198.645,0
-0.1495405,-0.0002776535,0,127.5,198.9,0
-0.149352,-0.000286604,0,127.5,199.155,0
-0.1491547,-0.0002955526,0,127.5,199.41,0
-0.1489573,-0.0003045007,0,127.5,199.665,0
-0.1487599,-0.0003134493,0,127.5,199.92,0
-0.1485467,-0.0003223942,0,127.5,200.175,0
-0.1483263,-0.0003313367,0,127.5,200.43,0
-0.1481058,-0.0003402798,0,127.5,200.685,0
-0.1478854,-0.0003492229,0,127.5,200.94,0
-0.1476477,-0.000358161,0,127.5,201.195,0
-0.1474047,-0.0003670971,0,127.5,201.45,0
-0.1471616,-0.0003760338,0,127.5,201.705,0
-0.1469186,-0.0003849704,0,127.5,201.96,0
-0.1466567,-0.0003939003,0,127.5,202.215,0
-0.1463912,-0.0004028296,0,127.5,202.47,0
-0.1461258,-0.0004117588,0,127.5,202.725,0
-0.1458603,-0.0004206875,0,127.5,202.98,0
-0.1455739,-0.0004296087,0,127.5,203.235,0
-0.1452858,-0.0004385291,0,127.5,203.49,0
-0.1449977,-0.000447449,0,127.5,203.745,0
-0.1447095,-0.0004563695,0,127.5,204,0
-0.1443994,-0.0004652794,0,127.5,204.255,0
-0.1440893,-0.0004741887,0,127.5,204.51,0
-0.1437793,-0.0004830986,0,127.5,204.765,0
-0.1434674,-0.0004920077,0,127.5,205.02,0
-0.1431353,-0.0005009072,0,127.5,205.275,0
-0.1428032,-0.0005098073,0,127.5,205.53,0
-0.142471,-0.0005187073,0,127.5,205.785,0
-0.1421354,-0.0005276045,0,127.5,206.04,0
-0.1417812,-0.0005364896,0,127.5,206.295,0
-0.141427,-0.0005453748,0,127.5,206.55,0
-0.1410729,-0.0005542594,0,127.5,206.805,0
-0.1407136,-0.0005631413,0,127.5,207.06,0
-0.1403378,-0.0005720126,0,127.5,207.315,0
-0.1399621,-0.000580884,0,127.5,207.57,0
-0.1395864,-0.0005897548,0,127.5,207.825,0
-0.1392039,-0.0005986206,0,127.5,208.08,0
-0.1388069,-0.0006074743,0,127.5,208.335,0
-0.1384099,-0.0006163274,0,127.5,208.59,0
-0.1380128,-0.000625181,0,127.5,208.845,0
-0.1376074,-0.0006340275,0,127.5,209.1,0
-0.1371891,-0.0006428622,0,127.5,209.355,0
-0.1367708,-0.0006516975,0,127.5,209.61,0
-0.1363525,-0.0006605328,0,127.5,209.865,0
-0.1359244,-0.0006693575,0,127.5,210.12,0
-0.1354853,-0.0006781715,0,127.5,210.375,0
-0.1350461,-0.0006869855,0,127.5,210.63,0
-0.134607,-0.000695799,0,127.5,210.885,0
-0.1341567,-0.0007046002,0,127.5,211.14,0
-0.133697,-0.000713391,0,127.5,211.395,0
-0.1332374,-0.0007221812,0,127.5,211.65,0
-0.1327777,-0.000730972,0,127.5,211.905,0
-0.1323051,-0.0007397453,0,127.5,212.16,0
-0.1318249,-0.0007485076,0,127.5,212.415,0
-0.1313446,-0.0007572705,0,127.5,212.67,0
-0.1308643,-0.0007660333,0,127.5,212.925,0
-0.1303699,-0.0007747762,0,127.5,213.18,0
-0.1298695,-0.0007835116,0,127.5,213.435,0
-0.1293692,-0.0007922469,0,127.5,213.69,0
-0.1288689,-0.0008009822,0,127.5,213.945,0
-0.1283532,-0.0008096917,0,127.5,214.2,0
-0.1278333,-0.0008183948,0,127.5,214.455,0
-0.1273133,-0.0008270978,0,127.5,214.71,0
-0.1267934,-0.0008358004,0,127.5,214.965,0
-0.1262566,-0.0008444722,0,127.5,215.22,0
-0.1257171,-0.000853139,0,127.5,215.475,0
-0.1251777,-0.0008618054,0,127.5,215.73,0
-0.1246382,-0.0008704722,0,127.5,215.985,0
-0.1240808,-0.0008791037,0,127.5,216.24,0
-0.1235222,-0.0008877324,0,127.5,216.495,0
-0.1229636,-0.0008963616,0,127.5,216.75,0
-0.1224047,-0.00090499,0,127.5,217.005,0
-0.1218272,-0.0009135747,0,127.5,217.26,0
-0.1212498,-0.00092216,0,127.5,217.515,0
-0.1206723,-0.0009307452,0,127.5,217.77,0
-0.1200931,-0.0009393256,0,127.5,218.025,0
-0.1194971,-0.0009478662,0,127.5,218.28,0
-0.1189012,-0.0009564068,0,127.5,218.535,0
-0.1183053,-0.000964947,0,127.5,218.79,0
-0.1177062,-0.0009734785,0,127.5,219.045,0
-0.1170922,-0.0009819678,0,127.5,219.3,0
-0.1164784,-0.0009904565,0,127.5,219.555,0
-0.1158644,-0.0009989457,0,127.5,219.81,0
-0.115246,-0.001007421,0,127.5,220.065,0
-0.1146142,-0.001015856,0,127.5,220.32,0
-0.1139824,-0.00102429,0,127.5,220.575,0
-0.1133507,-0.001032724,0,127.5,220.83,0
-0.1127131,-0.001041139,0,127.5,221.085,0
-0.112064,-0.001049514,0,127.5,221.34,0
-0.1114149,-0.001057889,0,127.5,221.595,0
-0.1107658,-0.001066264,0,127.5,221.85,0
-0.1101098,-0.001074613,0,127.5,222.105,0
-0.1094437,-0.001082925,0,127.5,222.36,0
-0.1087776,-0.001091237,0,127.5,222.615,0
-0.1081116,-0.001099549,0,127.5,222.87,0
-0.1074374,-0.001107827,0,127.5,223.125,0
-0.1067549,-0.00111607,0,127.5,223.38,0
-0.1060724,-0.001124312,0,127.5,223.635,0
-0.1053899,-0.001132555,0,127.5,223.89,0
-0.1046981,-0.001140757,0,127.5,224.145,0
-0.1039993,-0.001148926,0,127.5,224.4,0
-0.1033005,-0.001157096,0,127.5,224.655,0
-0.1026016,-0.001165266,0,127.5,224.91,0
-0.1018927,-0.001173383,0,127.5,225.165,0
-0.1011783,-0.001181473,0,127.5,225.42,0
-0.1004638,-0.001189563,0,127.5,225.675,0
-0.09974944,-0.001197653,0,127.5,225.93,0
-0.09902388,-0.001205682,0,127.5,226.185,0
-0.09829412,-0.001213688,0,127.5,226.44,0
-0.09756436,-0.001221694,0,127.5,226.695,0
-0.09683465,-0.001229699,0,127.5,226.95,0
-0.09609292,-0.001237632,0,127.5,227.205,0
-0.09534828,-0.001245547,0,127.5,227.46,0
-0.09460369,-0.001253462,0,127.5,227.715,0
-0.09385905,-0.001261377,0,127.5,227.97,0
-0.09310171,-0.001269208,0,127.5,228.225,0
-0.09234272,-0.001277027,0,127.5,228.48,0
-0.09158368,-0.001284847,0,127.5,228.735,0
-0.09082465,-0.001292667,0,127.5,228.99,0
-0.09005226,-0.001300388,0,127.5,229.245,0
-0.08927928,-0.001308106,0,127.5,229.5,0
-0.08850629,-0.001315824,0,127.5,229.755,0
-0.08773283,-0.001323538,0,127.5,230.01,0
-0.08694635,-0.001331146,0,127.5,230.265,0
-0.08615988,-0.001338754,0,127.5,230.52,0
-0.08537345,-0.001346361,0,127.5,230.775,0
-0.08458545,-0.001353956,0,127.5,231.03,0
-0.08378596,-0.001361452,0,127.5,231.285,0
-0.08298651,-0.001368947,0,127.5,231.54,0
-0.08218702,-0.001376442,0,127.5,231.795,0
-0.08138507,-0.001383914,0,127.5,232.05,0
-0.0805731,-0.001391286,0,127.5,232.305,0
-0.07976107,-0.001398658,0,127.5,232.56,0
-0.07894905,-0.001406031,0,127.5,232.815,0
-0.07813372,-0.001413369,0,127.5,233.07,0
-0.07730971,-0.001420614,0,127.5,233.325,0
-0.07648565,-0.00142786,0,127.5,233.58,0
-0.07566158,-0.001435106,0,127.5,233.835,0
-0.0748335,-0.001442304,0,127.5,234.09,0
-0.07399788,-0.001449415,0,127.5,234.345,0
-0.07316227,-0.001456525,0,127.5,234.6,0
-0.07232671,-0.001463636,0,127.5,234.855,0
-0.07148634,-0.001470686,0,127.5,235.11,0
-0.0706397,-0.001477655,0,127.5,235.365,0
-0.0697931,-0.001484624,0,127.5,235.62,0
-0.06894646,-0.001491593,0,127.5,235.875,0
-0.06809444,-0.001498486,0,127.5,236.13,0
-0.06723729,-0.001505306,0,127.5,236.385,0
-0.06638009,-0.001512126,0,127.5,236.64,0
-0.06552289,-0.001518947,0,127.5,236.895,0
-0.06465987,-0.001525675,0,127.5,237.15,0
-0.06379267,-0.00153234,0,127.5,237.405,0
-0.06292548,-0.001539005,0,127.5,237.66,0
-0.06205833,-0.001545669,0,127.5,237.915,0
-0.0611848,-0.001552225,0,127.5,238.17,0
-0.06030811,-0.001558726,0,127.5,238.425,0
-0.05943147,-0.001565227,0,127.5,238.68,0
-0.05855478,-0.001571729,0,127.5,238.935,0
-0.0576714,-0.001578104,0,127.5,239.19,0
-0.05678575,-0.001584436,0,127.5,239.445,0
-0.05590014,-0.001590768,0,127.5,239.7,0
-0.05501448,-0.001597101,0,127.5,239.955,0
-0.05412187,-0.001603285,0,127.5,240.21,0
-0.05322783,-0.001609438,0,127.5,240.465,0
-0.05233373,-0.001615591,0,127.5,240.72,0
-0.05143963,-0.001621744,0,127.5,240.975,0
-0.05053847,-0.00162773,0,127.5,241.23,0
-0.04963648,-0.001633699,0,127.5,241.485,0
-0.04873449,-0.001639668,0,127.5,241.74,0
-0.04783255,-0.001645636,0,127.5,241.995,0
-0.04692336,-0.001651416,0,127.5,242.25,0
-0.04601403,-0.001657191,0,127.5,242.505,0
-0.04510475,-0.001662966,0,127.5,242.76,0
-0.04419501,-0.00166873,0,127.5,243.015,0
-0.0432789,-0.001674304,0,127.5,243.27,0
-0.04236283,-0.001679878,0,127.5,243.525,0
-0.04144672,-0.001685453,0,127.5,243.78,0
-0.04052974,-0.001690999,0,127.5,244.035,0
-0.0396074,-0.001696367,0,127.5,244.29,0
-0.03868501,-0.001701735,0,127.5,244.545,0
-0.03776262,-0.001707103,0,127.5,244.8,0
-0.03683906,-0.001712424,0,127.5,245.055,0
-0.03591098,-0.001717575,0,127.5,245.31,0
-0.0349829,-0.001722726,0,127.5,245.565,0
-0.03405482,-0.001727877,0,127.5,245.82,0
-0.03312529,-0.001732963,0,127.5,246.075,0
-0.03219208,-0.001737891,0,127.5,246.33,0
-0.03125886,-0.00174282,0,127.5,246.585,0
-0.0303257,-0.001747748,0,127.5,246.84,0
-0.02939078,-0.001752592,0,127.5,247.095,0
-0.028453,-0.001757291,0,127.5,247.35,0
-0.02751528,-0.00176199,0,127.5,247.605,0
-0.0265775,-0.00176669,0,127.5,247.86,0
-0.02563791,-0.001771281,0,127.5,248.115,0
-0.02469617,-0.001775742,0,127.5,248.37,0
-0.02375437,-0.001780203,0,127.5,248.625,0
-0.02281257,-0.001784663,0,127.5,248.88,0
-0.02186902,-0.001788994,0,127.5,249.135,0
-0.02092379,-0.001793209,0,127.5,249.39,0
-0.01997856,-0.001797424,0,127.5,249.645,0
-0.01903339,-0.001801639,0,127.5,249.9,0
-0.01808642,-0.0018057,0,127.5,250.155,0
-0.01713833,-0.001809662,0,127.5,250.41,0
-0.01619029,-0.001813624,0,127.5,250.665,0
-0.01524219,-0.001817587,0,127.5,250.92,0
-0.01429252,-0.001821371,0,127.5,251.175,0
-0.01334219,-0.001825073,0,127.5,251.43,0
-0.0123918,-0.001828776,0,127.5,251.685,0
-0.01144141,-0.001832479,0,127.5,251.94,0
-0.0104897,-0.001835977,0,127.5,252.195,0
-0.009537637,-0.001839413,0,127.5,252.45,0
-0.008585521,-0.001842849,0,127.5,252.705,0
-0.007633404,-0.001846284,0,127.5,252.96,0
-0.006680374,-0.001849489,0,127.5,253.215,0
-0.005727107,-0.001852651,0,127.5,253.47,0
-0.00477384,-0.001855813,0,127.5,253.725,0
-0.003820631,-0.001858975,0,127.5,253.98,0
-0.002866834,-0.001861879,0,127.5,254.235,0
-0.001912993,-0.001864761,0,127.5,254.49,0
-0.0009592087,-0.001867643,0,127.5,254.745,0
-5.36735e-06,-0.001870525,0,127.5,255,0
